"_id__$oid","id","title","user__$oid","projectManager","childIds","projectManager____-","project__createdDate","project__endDate","project__startDate","project__status","project__ownerIds__$oid","project__authorId__$oid","scope","__v","projectId__$oid"
"5a291e05d2ae994d8c83a4a6","IEABRGBFI7777777","Root","","","IEABRGBFI4FW5MB7","","","","","","","","WsRoot","0.0",""
"","","","","","IEABRGBFI4EVG5FA","","","","","","","","","",""
"","","","","","IEABRGBFI4FVFHHR","","","","","","","","","",""
"","","","","","IEABRGBFI4ETXPVI","","","","","","","","","",""
"","","","","","IEABRGBFI4ETXQW6","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE4AV","","","","","","","","","",""
"","","","","","IEABRGBFI4FW5MCG","","","","","","","","","",""
"","","","","","IEABRGBFI4FXIP7J","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4da","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f8e","","","","","","","","","",""
"5a291e05d2ae994d8c83a4a7","IEABRGBFI7777776","Recycle Bin","","","IEABRGBFI4EVG6CR","","","","","","","","RbRoot","0",""
"","","","","","IEABRGBFI4EVE4AY","","","","","","","","","",""
"","","","","","IEABRGBFI4EXAGB5","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE7CD","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE7CA","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CB","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE7CB","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CG","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CE","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CL","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CJ","","","","","","","","","",""
"","","","","","IEABRGBFI4FVFJYJ","","","","","","","","","",""
"","","","","","IEABRGBFI4FPI4BI","","","","","","","","","",""
"","","","","","IEABRGBFI4EXAGBO","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6CN","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE6VS","","","","","","","","","",""
"","","","","","IEABRGBFI4FVFHXT","","","","","","","","","",""
"","","","","","IEABRGBFI4EXAF6W","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG6BZ","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG5FD","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE6DE","","","","","","","","","",""
"","","","","","IEABRGBFI4EVE7BK","","","","","","","","","",""
"","","","","","IEABRGBFI4EXAF6K","","","","","","","","","",""
"","","","","","IEABRGBFI4FVY7BB","","","","","","","","","",""
"","","","","","IEABRGBFI4EVG5TN","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4a8","","Communication","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4a9","","Conceirge","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4aa","","Events","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ab","","Facility Booking","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ac","","F&B","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ad","","Security","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ae","","UI Config","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4af","","Feature","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4a8","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4a9","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4aa","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4ab","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4ac","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4ad","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4ae","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4b0","","Landlord","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4b1","","Tenant","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4b2","","Communication Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4b0","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4b1","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4b3","","Landlord Concierge Needs","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4b4","","Tenant Concierge Needs","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4b5","","Concierge Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4b3","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4b4","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4b6","","ID/Intro Key Contact","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4b7","","ID POS/Inventory Management System(s) (IMS)","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4b8","","Events Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4b6","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4b7","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4b9","","Landlord ID Booking System","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ba","","Tenant ID Booking System","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4bb","","F&B Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4b6","","","","","","","","","0.0",""
"","","","","","5a291e1dd2ae994d8c83a4b7","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4bc","","Landlord F&B Workflow Structure/Walkthrough","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4bd","","Landlord ID POS/Inventory Management System(s) (IMS)","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4be","","Tenant F&B Workflow Structure/Walkthrough","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4bf","","Tenant ID POS/Inventory Management System(s) (IMS)","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c0","","Facilities Booking Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4bc","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4bd","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4be","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4bf","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4c1","","Landlord ID Corp ISP & WiFi Environments","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c2","","Landlord ID POS/Inventory Management System(s) (IMS)","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c3","","Landlord ID Mobile Carrier & Device(s)","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c4","","Onsite Testing (?)","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c5","","Tenant: ID Corp Eml Environment","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c6","","Tenant: ID Corp Eml Environment","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4c7","","Tenant: ID Corp ISP & WiFi Environments","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4c1","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4c2","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c3","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c4","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c5","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c6","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4c8","","Access Hardware Environment","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4c9","","ACS Platform","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4ca","","VMS Platform","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4cb","","Tenant: ID ACS System","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4cc","","Security Environment Assessment","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4c8","","","","","","","","","0.0",""
"","","","","","5a291e1dd2ae994d8c83a4c9","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4ca","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4cd","","Tenant ID VMS System","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4ce","","Request: BB Bldg Imagery","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4cf","","UI Custom Config","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4cd","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4ce","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4d0","","Discovery","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4b2","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4b5","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4b8","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4bb","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c0","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4c7","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4cc","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4cf","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4d1","","Alpha Setup","59fb4c444df99e7c5518e758","","5a55d56eaef5d3516ef69b4a","","","","","","","","","0.0",""
"","","","","","5a55dcb802ec1eb7db26c7ad","","","","","","","","","",""
"","","","","","5a55dd2902ec1eb7db26c7ae","","","","","","","","","",""
"","","","","","5a55dd6402ec1eb7db26c7af","","","","","","","","","",""
"","","","","","5a55ddc002ec1eb7db26c7b0","","","","","","","","","",""
"","","","","","5a55dde302ec1eb7db26c7b1","","","","","","","","","",""
"","","","","","5a55de0a02ec1eb7db26c7b2","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4d2","","Alpha Testing & Feedback","59fb4c444df99e7c5518e758","","","","","","","","","","","0.0",""
"5a291e1dd2ae994d8c83a4d3","","Alpha Update to Beta","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4d4","","Alpha","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4d1","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4d2","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4d3","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4d5","","Beta Setup","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4d6","","Beta Testing","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4d7","","Beta Update to Release","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4d8","","Beta","59fb4c444df99e7c5518e758","","5a291e1dd2ae994d8c83a4d5","","","","","","","","","0",""
"","","","","","5a291e1dd2ae994d8c83a4d6","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4d7","","","","","","","","","",""
"5a291e1dd2ae994d8c83a4d9","","Release","59fb4c444df99e7c5518e758","","","","","","","","","","","0",""
"5a291e1dd2ae994d8c83a4da","","1 Main Street","59f77e492e7ceb2b6021e195","KUADLS3D","5a291e1dd2ae994d8c83a4af","","2017-12-20T13:10","2017-12-20T13:10","2017-12-20T13:10","Green","59f77e492e7ceb2b6021e195","59f77e492e7ceb2b6021e195","","0.0",""
"","","","","","5a291e1dd2ae994d8c83a4d0","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4d4","","","","","","","","","",""
"","","","","","5a291e1dd2ae994d8c83a4d9","","","","","","","","","",""
"","","","","","5a55f139115522d3048ea6fb","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f5c","","Communication","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f5d","","Conceirge","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f5e","","Events","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f5f","","Facility Booking","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f60","","F&B","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f61","","Security","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f62","","UI Config","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f63","","Feature","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f5c","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f5d","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f5e","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f5f","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f60","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f61","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f62","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f64","","Landlord","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f65","","Tenant","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f66","","Communication Environment Assessment","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f64","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f65","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f67","","Landlord Concierge Needs","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f68","","Tenant Concierge Needs","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f69","","Concierge Environment Assessment","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f67","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f68","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f6a","","Landlord Event Needs","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f6b","","Tenant Event Needs","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f6c","","Events Environment Assessment","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f6a","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f6b","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f6d","","Landlord ID Booking System","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f6e","","Tenant ID Booking System","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f6f","","Facilities Booking Environment Assessment","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f6a","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f6b","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f70","","Landlord F&B Workflow Structure/Walkthrough","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f71","","Landlord ID POS/Inventory Management System(s) (IMS)","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f72","","Tenant F&B Workflow Structure/Walkthrough","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f73","","Tenant ID POS/Inventory Management System(s) (IMS)","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f74","","Facilities Booking Environment Assessment","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f70","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f71","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f72","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f73","","","","","","","","","",""
"5a3aa7335e460b0e2ede5f75","","Landlord ID Corp ISP & WiFi Environments","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f76","","Landlord ID POS/Inventory Management System(s) (IMS)","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f77","","Landlord ID Mobile Carrier & Device(s)","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f78","","Onsite Testing (?)","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f79","","Tenant: ID Corp Eml Environment","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f7a","","Tenant: ID Corp Eml Environment","5a3aa68d5e460b0e2ede5f5b","","","","","","","","","","","0",""
"5a3aa7335e460b0e2ede5f7b","","Tenant: ID Corp ISP & WiFi Environments","5a3aa68d5e460b0e2ede5f5b","","5a3aa7335e460b0e2ede5f75","","","","","","","","","0",""
"","","","","","5a3aa7335e460b0e2ede5f76","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f77","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f78","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f79","","","","","","","","","",""
"","","","","","5a3aa7335e460b0e2ede5f7a","","","","","","","","","",""
